name,color,x,y
Blackblade Reforged,#777777,-6.370780052604437,-1.5895795648326831
Worship,#FFFFFF,1.7227630613430924,1.126150102879967
True Conviction,#FFFFFF,1.8954104933125135,4.284070910184004
Shielded by Faith,#FFFFFF,1.6364945648204545,-0.4526417026871122
Rest in Peace,#FFFFFF,1.5499863976072266,-2.032163970344672
Path to Exile,#FFFFFF,1.463390807397254,-3.6119651582717003
Martyr's Bond,#FFFFFF,1.8953542265772185,4.283897795315449
Gideon Jura,#FFFFFF,1.8089791048035526,2.704789209558932
Cabal Therapist,#000000,-0.07769884601952669,-3.339316259747217
Serra the Benevolent,#FFFFFF,1.7226835136337522,1.1259181120039417
Diabolic Edict,#000000,-0.03440309206362082,-1.9443867187616983
"Nissa, Who Shakes the World Emblem",#777777,-6.543288054798276,-4.747120982021475
Servo,#777777,-6.500294564720182,-4.563135402278998
"Voja, Friend to Elves",#FFD700,15.67774610756604,-5.80265901432243
Citizen,#FFD700,42.608409973417494,-7.307193224964707
Wolf,#008000,-1.7476269051381426,-4.828059532857989
Goblin,#FF0000,-4.915980245909183,-4.651165207696334
Dragon,#FF0000,-4.915991427610369,-4.651206820616552
Devil,#FF0000,-4.915951169209034,-4.651084741416606
Zombie Warrior,#000000,-0.16353606031080883,-4.91675888997982
Zombie Army,#000000,-0.16346946468316312,-4.916555911102715
Zombie,#000000,-0.16352075927043228,-4.916709176161309
Assassin,#000000,-0.16349142990150986,-4.91662668413344
Wizard,#0000FF,-3.331764837249671,-4.739496195573857
Wall,#FFFFFF,1.4207293818744209,-5.004934465106469
Soldier,#FFFFFF,1.420655476309484,-5.005151331427594
Angel,#FFFFFF,1.420682754506837,-5.005065494491554
Spirit,#777777,-6.500036541155086,-4.5623651165350045
Sarkhan Unbroken,#FFD700,19.234603761566998,1.7309645047250721
"Nahiri, the Harbinger",#FFD700,8.05924798131397,0.7717167777453857
"Nicol Bolas, Dragon-God",#FFD700,20.818735763065693,1.642387656622436
"Garruk, Apex Predator",#FFD700,14.654831864553746,5.154548116792483
Tezzeret the Seeker,#0000FF,-2.9434412111102874,2.970449176511097
"Jace, the Mind Sculptor",#0000FF,-3.029862434258155,1.3911882720536526
Gideon Blackblade,#FFFFFF,1.6362836649745565,-0.4532700581931114
