name,color,x,y
Cabal Therapist,#000000,-0.0018003646819235407,0.008276292530386547
Serra the Benevolent,#FFFFFF,0.006247553660611882,0.006676021382265289
Diabolic Edict,#000000,0.003901528875274092,-0.0012738040657838492
"Voja, Friend to Elves",#FFD700,0.03748607388946589,-0.0005504087003908578
Zombie Army,#000000,0.03748607388946589,-0.0005504087003912294
"Tezzeret, Master of the Bridge",#FFD700,-0.011705404622699277,-0.0001256407502058915
Orzhov Guildgate,#FFD700,-0.002281082294357896,-0.003125289749324593
Gideon's Company,#FFFFFF,-0.005149056410023778,0.0025876013655779804
Gideon's Battle Cry,#FFFFFF,-0.009788535488286801,0.00299300862614218
Desperate Lunge,#FFFFFF,0.005181990364192741,0.004010403899856648
"Gideon, the Oathsworn",#FFFFFF,-0.014193687181328383,0.006626855052672885
Forest,#008000,0.0032672549802054383,-0.0067623487627986355
Mountain,#FF0000,-0.01002424731555668,-0.0009441271542570689
Swamp,#000000,0.0034527032979177917,-0.0006159793985109259
Island,#0000FF,-0.009383313086348533,0.006663393477118572
Plains,#FFFFFF,-0.004936237425646174,0.0050883980470757375
Mobilized District,#777777,0.013830768533938406,0.00216988866689284
Karn's Bastion,#777777,0.0073486119555216875,0.0053921752178203355
Interplanar Beacon,#777777,-0.0008284344667714631,0.0038292835573575496
Emergence Zone,#777777,0.004079708112918339,0.007317607748507202
Saheeli's Silverwing,#777777,0.005625173614213612,-0.0016347424005380522
Iron Bully,#777777,0.010588705128727616,0.000782650669276095
God-Pharaoh's Statue,#777777,-0.003646151219922172,0.0033144357601888434
Firemind Vessel,#777777,-0.004386375395558524,0.0062086278333577175
"Vraska, Swarm's Eminence",#FFD700,-0.007659297909511912,-0.0021240564245433376
"Samut, Tyrant Smasher",#FFD700,-0.0031867541641295667,-0.0014154961369952316
"Saheeli, Sublime Artificer",#FFD700,0.0012472382799348675,-0.008983884880844336
"Nahiri, Storm of Stone",#FFD700,-0.0026031960970128833,0.001740805017757442
"Kiora, Behemoth Beckoner",#FFD700,-0.007373932670558842,-0.014750176159861288
"Kaya, Bane of the Dead",#FFD700,0.010452860435484093,-0.0013454081097200154
"Dovin, Hand of Control",#FFD700,0.00011759134005458598,-0.0010047133357211835
"Angrath, Captain of Chaos",#FFD700,-0.012861347116782652,-0.0031562536160420346
Widespread Brutality,#FFD700,-0.009138586390956176,0.004209739157193267
"Tolsimir, Friend to Wolves",#FFD700,0.002304666100977823,-0.0014485111149705931
Time Wipe,#FFD700,0.004042020553030205,-0.0013223959490337868
Tenth District Legionnaire,#FFD700,-0.00023361074538797715,-0.0024603011685483686
"Teferi, Time Raveler",#FFD700,-0.000441149205236821,0.0017404695873669378
"Tamiyo, Collector of Tales",#FFD700,0.004333548168658264,0.0062411330091745616
