name,color,x,y
Blackblade Reforged,#777777,-2.8099115092604043e-06,-9.893764194601095e-07
Worship,#FFFFFF,-2.623127379987473e-06,-1.019178915684198e-06
True Conviction,#FFFFFF,-2.613624273507789e-06,-1.0419020042618041e-06
Shielded by Faith,#FFFFFF,-2.6271708526800605e-06,-1.0056238412742885e-06
Rest in Peace,#FFFFFF,-2.6291971174407496e-06,-9.944906847134913e-07
Path to Exile,#FFFFFF,-2.6201754603169536e-06,-9.882718048392783e-07
Martyr's Bond,#FFFFFF,-2.6136812651017085e-06,-1.0419019972419118e-06
Gideon Jura,#FFFFFF,-2.618928230776683e-06,-1.0318215293474672e-06
Cabal Therapist,#000000,-2.7035934064896294e-06,-1.0088991853276718e-06
Serra the Benevolent,#FFFFFF,-2.623141887475643e-06,-1.0191667226446117e-06
Diabolic Edict,#000000,-2.7057187084225927e-06,-9.740467920152185e-07
"Nissa, Who Shakes the World Emblem",#777777,-2.8255508192270295e-06,-9.942449142189648e-07
Servo,#777777,-2.8217838596889802e-06,-1.0029421699805812e-06
"Voja, Friend to Elves",#FFD700,4.416261739394163e-05,-1.8270272515786767e-07
Citizen,#FFD700,0.05785939397758024,2.277906483367769e-07
Wolf,#008000,-2.746267494179156e-06,-9.997994465359263e-07
Goblin,#FF0000,-2.8086855190363987e-06,-1.0007766550976203e-06
Dragon,#FF0000,-2.8086813444246515e-06,-1.0007775956571927e-06
Devil,#FF0000,-2.808676448023919e-06,-1.0007883188860903e-06
Zombie Warrior,#000000,-2.699913414884481e-06,-1.0044816535609795e-06
Zombie Army,#000000,-2.6999017795182935e-06,-1.0044957292640197e-06
Zombie,#000000,-2.699907788609436e-06,-1.004479615599475e-06
Assassin,#000000,-2.699909352535445e-06,-1.0044976688927364e-06
Wizard,#0000FF,-2.7833293927113937e-06,-9.986196552271987e-07
Wall,#FFFFFF,-2.61609069361334e-06,-1.0090608543229416e-06
Soldier,#FFFFFF,-2.6160034292184092e-06,-1.0090352193984565e-06
Angel,#FFFFFF,-2.6160541368173007e-06,-1.009037185443372e-06
Spirit,#777777,-2.821753682775433e-06,-1.0029958654142697e-06
Sarkhan Unbroken,#FFD700,0.00010029850112676875,-1.5819835529192246e-07
"Nahiri, the Harbinger",#FFD700,1.3010049249447801e-05,-8.046746822621859e-07
"Nicol Bolas, Dragon-God",#FFD700,0.00021481415107784185,-1.723551766432804e-07
"Garruk, Apex Predator",#FFD700,4.592419781797253e-05,-3.666949547307873e-07
Tezzeret the Seeker,#0000FF,-2.772555412158934e-06,-1.024702777472181e-06
"Jace, the Mind Sculptor",#0000FF,-2.773820030084252e-06,-1.0031733179583916e-06
Gideon Blackblade,#FFFFFF,-2.6272242244153305e-06,-1.0056056703728283e-06
"Ugin, the Spirit Dragon",#777777,-2.7952816248037745e-06,-1.054943173641886e-06
"Tezzeret, Master of the Bridge",#FFD700,2.989022224101492e-05,-5.445033538196335e-07
Simic Guildgate,#FFD700,1.9861108892428747e-05,-6.561524886148046e-07
Jace's Ruse,#0000FF,-2.7725454172083502e-06,-1.0246976454544134e-06
Jace's Projection,#0000FF,-2.772057066477147e-06,-1.0256454982124236e-06
Guildpact Informant,#0000FF,-2.7732950794830885e-06,-1.0164209797692737e-06
"Jace, Arcane Strategist",#0000FF,-2.7714823911828755e-06,-1.0388770774263607e-06
Orzhov Guildgate,#FFD700,4.7909665066898714e-05,-6.087212292838872e-08
Gideon's Company,#FFFFFF,-2.618668945367583e-06,-1.031192417047279e-06
Gideon's Battle Cry,#FFFFFF,-2.623216088844532e-06,-1.0191649890467718e-06
Desperate Lunge,#FFFFFF,-2.6292130078376237e-06,-9.9448247348851e-07
"Gideon, the Oathsworn",#FFFFFF,-2.613639662232104e-06,-1.041894625781211e-06
Forest,#008000,-2.7505245141870087e-06,-9.519387110911099e-07
Mountain,#FF0000,-2.814209720983905e-06,-9.805479437621365e-07
Swamp,#000000,-2.6984444435633e-06,-9.672203466613175e-07
Island,#0000FF,-2.7894360733860546e-06,-9.594838219532277e-07
Plains,#FFFFFF,-2.589173097999536e-06,-9.861693227834554e-07
Mobilized District,#777777,-2.8255800231487027e-06,-9.942571380445447e-07
Karn's Bastion,#777777,-2.825578277015148e-06,-9.942569051043208e-07
Interplanar Beacon,#777777,-2.8255847439705692e-06,-9.942590731087781e-07
Gateway Plaza,#777777,-2.8255860079607855e-06,-9.942594527771314e-07
Emergence Zone,#777777,-2.825582710148008e-06,-9.942593593835992e-07
Blast Zone,#777777,-2.8255847631398964e-06,-9.94259567334382e-07
Saheeli's Silverwing,#777777,-2.799483771642831e-06,-1.0252595200516547e-06
Prismite,#777777,-2.8064157960425516e-06,-1.009458251715548e-06
Mana Geode,#777777,-2.804463022461307e-06,-9.993784915863396e-07
Iron Bully,#777777,-2.802008310734746e-06,-1.016730585039816e-06
Guild Globe,#777777,-2.8099073010203835e-06,-9.893568713421788e-07
God-Pharaoh's Statue,#777777,-2.7971888961623445e-06,-1.0389377388946855e-06
Firemind Vessel,#777777,-2.8012623477543935e-06,-1.013872153150255e-06
"Vraska, Swarm's Eminence",#FFD700,4.1599773823130816e-05,-2.4142732336924373e-07
"Samut, Tyrant Smasher",#FFD700,-6.129150603912583e-07,-1.0024349597656816e-06
"Saheeli, Sublime Artificer",#FFD700,-2.316823840347345e-06,-1.0115563833319772e-06
"Nahiri, Storm of Stone",#FFD700,1.3010107423077233e-05,-8.046729911479847e-07
"Kiora, Behemoth Beckoner",#FFD700,2.0813732080776715e-05,-6.687034089809302e-07
"Kaya, Bane of the Dead",#FFD700,6.800924369145911e-05,-2.3551747700624987e-07
"Huatli, the Sun's Heart",#FFD700,4.752958064380534e-05,-5.456059972671324e-08
"Dovin, Hand of Control",#FFD700,3.473057705237138e-05,-3.7293139545221143e-07
"Ashiok, Dream Render",#FFD700,2.818360813551188e-05,-5.275529488202688e-07
"Angrath, Captain of Chaos",#FFD700,4.871378963651697e-06,-9.280805585007434e-07
Widespread Brutality,#FFD700,4.869729316181255e-06,-9.280981005637521e-07
Tyrant's Scorn,#FFD700,2.771655024724438e-05,-5.253207986053336e-07
"Tolsimir, Friend to Wolves",#FFD700,5.080928992173683e-05,-2.9370399172269186e-07
Time Wipe,#FFD700,3.5942761553133186e-05,-4.177887139839149e-07
Tenth District Legionnaire,#FFD700,1.2657077086680109e-05,-8.054884807234048e-07
"Teferi, Time Raveler",#FFD700,3.473063552127523e-05,-3.729370003389805e-07
"Tamiyo, Collector of Tales",#FFD700,2.123361038693273e-05,-6.679377383427644e-07
"Storrev, Devkarin Lich",#FFD700,4.1628047082648905e-05,-3.4706396338544903e-07
Soul Diviner,#FFD700,2.7492685308314153e-05,-5.50208748293662e-07
"Sorin, Vengeful Bloodlord",#FFD700,5.9909686685976695e-05,-6.487987090554708e-08
Solar Blaze,#FFD700,1.3008723619550102e-05,-8.046891832672685e-07
Rubblebelt Rioters,#FFD700,-5.75791002799196e-07,-1.0025664080134636e-06
Role Reversal,#FFD700,-2.3172309185340227e-06,-1.0115554491272759e-06
