name,color,x,y
blackblade reforged,#777777,-0.3294890736954855,0.0015758908690615555
worship,#FFFFFF,0.03833191877579519,-0.012303375581797607
true conviction,#FFFFFF,0.12356557782264925,-0.013411178664359943
shielded by faith,#FFFFFF,0.1273511322149338,-0.0007172244348911626
rest in peace,#FFFFFF,0.12503916822351616,-0.00019090038467039916
path to exile,#FFFFFF,0.2855762055153718,-0.004657173246151049
martyr's bond,#FFFFFF,0.11886571534204575,-0.003227830916813979
gideon jura,#FFFFFF,-0.059494309833381484,0.008280423549000855
cabal therapist,#000000,-0.129058112000638,0.0063655697805923735
serra the benevolent,#FFFFFF,-0.0036477156030077906,0.0001932104527910641
diabolic edict,#000000,0.2708895550324255,0.004427318125511468
"nissa, who shakes the world emblem",#777777,-0.17971838930477518,-0.008657024956917066
servo,#777777,-0.6340533199714383,0.035185436483667884
"voja, friend to elves",#FFD700,-0.41320807096109485,0.03598809954176863
citizen,#FFD700,-0.6675271468908586,-0.00156111843956315
wolf,#008000,-0.6469373572043126,0.035138609441926774
goblin,#FF0000,-0.8055250976714793,0.034562221611646606
dragon,#FF0000,-0.7250073056031583,-0.016951907271050493
devil,#FF0000,-0.6356218344104172,0.0018032549552639615
zombie warrior,#000000,-0.6220754424995215,-0.014374449132120997
zombie army,#000000,-0.7452477588508329,0.034781299861116256
zombie,#000000,-0.6679955698335536,0.03506207327693902
assassin,#000000,-0.70596207219479,0.00055317313429722
wizard,#0000FF,-0.6852962164197496,0.034999194001759555
wall,#FFFFFF,-0.7101852687519302,-0.011473117491315145
soldier,#FFFFFF,-0.7357702762923792,-0.014787673498249183
angel,#FFFFFF,-0.7088723012241556,0.0029108664193415973
spirit,#777777,-0.6697857810594415,0.03505556674613001
sarkhan unbroken,#FFD700,-0.14060802499653885,-0.0005571584299599682
"nahiri, the harbinger",#FFD700,-0.1478403819834014,0.0016788330057357775
"nicol bolas, dragon-god",#FFD700,-0.08122466245897182,-0.0009590797381885673
"garruk, apex predator",#FFD700,-0.006598298733682966,0.004826753277626922
