name,color,x,y
Blackblade Reforged,#777777,58.06241989135742,12.969818115234375
Worship,#FFFFFF,28.264442443847656,9.124950408935547
True Conviction,#FFFFFF,36.66029739379883,-26.08346939086914
Shielded by Faith,#FFFFFF,48.5490608215332,10.184869766235352
Rest in Peace,#FFFFFF,29.26297378540039,-40.012229919433594
Path to Exile,#FFFFFF,8.025760650634766,10.496222496032715
Martyr's Bond,#FFFFFF,55.26573944091797,-27.423595428466797
Gideon Jura,#FFFFFF,-2.934380292892456,-21.78264808654785
Cabal Therapist,#000000,-27.657899856567383,85.0841064453125
Serra the Benevolent,#FFFFFF,40.43800735473633,65.1563720703125
Diabolic Edict,#000000,47.2833137512207,24.74880027770996
"Nissa, Who Shakes the World Emblem",#777777,-47.71318054199219,-36.869083404541016
Servo,#777777,42.07854461669922,94.00511932373047
"Voja, Friend to Elves",#FFD700,41.986202239990234,94.04413604736328
Citizen,#FFD700,-28.975454330444336,2.4852583408355713
Wolf,#008000,0.6444597244262695,-96.56224822998047
Goblin,#FF0000,41.6964111328125,-80.81212615966797
Dragon,#FF0000,1.907384991645813,100.45252990722656
Devil,#FF0000,-12.987980842590332,31.89464569091797
Zombie Warrior,#000000,44.39213180541992,-57.38730239868164
Zombie Army,#000000,58.733497619628906,-68.89079284667969
Zombie,#000000,42.06537628173828,94.02532196044922
Assassin,#000000,66.17605590820312,49.34870910644531
Wizard,#0000FF,50.35955810546875,-69.99485778808594
Wall,#FFFFFF,76.24601745605469,51.08346939086914
Soldier,#FFFFFF,44.38637161254883,-57.379329681396484
Angel,#FFFFFF,-34.103145599365234,51.915042877197266
Spirit,#777777,39.5314826965332,-80.04231262207031
Sarkhan Unbroken,#FFD700,-19.485031127929688,-42.58858108520508
"Nahiri, the Harbinger",#FFD700,16.791311264038086,-55.88133239746094
"Nicol Bolas, Dragon-God",#FFD700,-13.115334510803223,-87.29739379882812
"Garruk, Apex Predator",#FFD700,-53.183998107910156,53.1671257019043
Tezzeret the Seeker,#0000FF,42.27450180053711,-18.798385620117188
"Jace, the Mind Sculptor",#0000FF,50.83005142211914,19.467105865478516
Gideon Blackblade,#FFFFFF,44.90578842163086,6.885121822357178
"Ugin, the Spirit Dragon",#777777,-19.57731056213379,-75.27831268310547
"Tezzeret, Master of the Bridge",#FFD700,-24.68708038330078,20.84145164489746
Simic Guildgate,#FFD700,49.21512222290039,52.952415466308594
Jace's Ruse,#0000FF,4.981616020202637,79.44921112060547
Jace's Projection,#0000FF,-2.0016589164733887,45.355621337890625
Guildpact Informant,#0000FF,17.229265213012695,65.67304229736328
"Jace, Arcane Strategist",#0000FF,-35.497650146484375,-54.3704719543457
Orzhov Guildgate,#FFD700,-8.165546417236328,-53.867557525634766
Gideon's Company,#FFFFFF,61.354881286621094,4.964642524719238
Gideon's Battle Cry,#FFFFFF,-32.479164123535156,-73.28581237792969
Desperate Lunge,#FFFFFF,28.95764923095703,82.98786163330078
"Gideon, the Oathsworn",#FFFFFF,-27.81374740600586,-47.62565994262695
Forest,#008000,77.6820068359375,-16.916213989257812
Mountain,#FF0000,-15.73480224609375,-18.355440139770508
Swamp,#000000,-43.61641311645508,-36.294986724853516
Island,#0000FF,75.18639373779297,44.53561019897461
