name,color,x,y
Blackblade Reforged,#777777,-0.000351191735950193,-0.000342810936078395
Worship,#FFFFFF,-0.00035412958187430456,-0.00040586692674275443
True Conviction,#FFFFFF,-0.0003538353327397929,-0.000395361261284045
Shielded by Faith,#FFFFFF,-0.0003545643473074827,-0.0004163086442795188
Rest in Peace,#FFFFFF,-0.00034322007394590586,-0.00027558741159100714
Path to Exile,#FFFFFF,-0.00018224070485697635,0.0006428523652187984
Martyr's Bond,#FFFFFF,-0.0003485445664783677,-0.00032994674111907856
Gideon Jura,#FFFFFF,-0.00034718039234609734,-0.0003071130102124358
Cabal Therapist,#000000,0.0003787875593552832,-5.629444427504212e-05
Serra the Benevolent,#FFFFFF,-0.0003533230532432029,-0.0003694428889056027
Diabolic Edict,#000000,-0.0001807449688318255,0.0006416479889135371
"Nissa, Who Shakes the World Emblem",#777777,0.00025608819589923294,-0.00013780186681487284
Servo,#777777,-0.0003555528577210318,-0.0004210967544492089
"Voja, Friend to Elves",#FFD700,-0.0003537443854553131,-0.00041979992550137475
Citizen,#FFD700,-0.0003549261054578095,-0.0004217522626157119
Wolf,#008000,-0.0003550909323866951,-0.0004224583567494514
Goblin,#FF0000,-0.00035527624394081136,-0.00042217612188228244
Dragon,#FF0000,-0.00035514508570845,-0.0004223629426475515
Devil,#FF0000,-0.000355140253342997,-0.0004223636975756907
Zombie Warrior,#000000,-0.0003551344443886501,-0.00042242767251184343
Zombie Army,#000000,-0.0003551996878690402,-0.00042244370445789436
Zombie,#000000,-0.00035523706438662163,-0.0004223810863083676
Assassin,#000000,-0.00035508164523619844,-0.00042247991959151347
Wizard,#0000FF,-0.000355140218523502,-0.00042237358829610137
Wall,#FFFFFF,-0.0003550828237493557,-0.0004224664287171646
Soldier,#FFFFFF,-0.000355223560383528,-0.00042241314085645975
Angel,#FFFFFF,-0.00035523913475265595,-0.00042234497357139495
Spirit,#777777,-0.00035513662198959973,-0.00042233438041721705
Sarkhan Unbroken,#FFD700,-0.0003499706707313575,-0.00034718862446010007
"Nahiri, the Harbinger",#FFD700,-0.000350582661020156,-0.0003459258797720736
"Nicol Bolas, Dragon-God",#FFD700,-0.0003485351033605249,-0.00033251645461588
"Garruk, Apex Predator",#FFD700,-0.0003510237038037776,-0.00035201655809323067
Tezzeret the Seeker,#0000FF,-0.0003507249471610467,-0.00034154297740745826
"Jace, the Mind Sculptor",#0000FF,-0.0003203418743410155,-5.3396150602723104e-05
Gideon Blackblade,#FFFFFF,-0.00034811749706139687,-0.00031294798861196643
"Ugin, the Spirit Dragon",#777777,-0.0003439506135442841,-0.000272822298009761
"Tezzeret, Master of the Bridge",#FFD700,-0.00035115592007874954,-0.0003555519310926609
Simic Guildgate,#FFD700,-0.000180417186781948,0.000631568578867689
Jace's Ruse,#0000FF,-0.00029053083686399704,0.00015284861288128066
Jace's Projection,#0000FF,0.00037639552414448277,-5.474493799076564e-05
Guildpact Informant,#0000FF,0.00038161313374882337,-7.294237689883028e-05
"Jace, Arcane Strategist",#0000FF,-0.00035259138148320074,-0.0003604185766372459
Orzhov Guildgate,#FFD700,-0.00018444415126778231,0.0006135369594423585
Gideon's Company,#FFFFFF,0.00037984229933839275,-7.943972010982828e-05
Gideon's Battle Cry,#FFFFFF,-0.0003203744789945859,-5.7513525891614635e-05
Desperate Lunge,#FFFFFF,-0.00018351439736136388,0.0006346018775655743
"Gideon, the Oathsworn",#FFFFFF,-0.0003515390089821838,-0.00034960819298956314
Forest,#008000,-0.00017039737828740067,0.0006325623925338142
Mountain,#FF0000,-0.000170898099364367,0.0006329715811068948
Swamp,#000000,-0.0001717009811083082,0.0006336763958106598
Island,#0000FF,-0.00017045542394873912,0.0006325145452526444
Plains,#FFFFFF,-0.0001716373852783739,0.0006337750752791987
Mobilized District,#777777,-0.00016214817594173387,0.0006051842622246928
Karn's Bastion,#777777,-0.0001612188839044226,0.0006018322784232008
Interplanar Beacon,#777777,-0.00017285876197040582,0.0006217218895500955
Gateway Plaza,#777777,-0.00017287161924129277,0.0006243262434223905
Emergence Zone,#777777,-0.0001757399284271516,0.0006216593034563238
Blast Zone,#777777,-0.0001755529398919644,0.0006251804652417537
Saheeli's Silverwing,#777777,-0.00034747753342944185,-0.0003099134821216385
Prismite,#777777,-0.00032437403463230743,-8.919393742745504e-05
Mana Geode,#777777,-0.00035448415813945863,-0.00038558803399350557
Iron Bully,#777777,-0.0003191877639418393,-4.8396107501478106e-05
Guild Globe,#777777,-0.00035510735206417514,-0.0004003612940455102
God-Pharaoh's Statue,#777777,-0.0003530438031933755,-0.0003635570681949991
Firemind Vessel,#777777,-0.0003534303616279984,-0.0003756919420051059
"Vraska, Swarm's Eminence",#FFD700,-0.00035438434640198366,-0.0003937108922504932
"Samut, Tyrant Smasher",#FFD700,-0.00034845340546797753,-0.0003207719434883238
"Saheeli, Sublime Artificer",#FFD700,-0.00035399265162548065,-0.000376298763882686
"Nahiri, Storm of Stone",#FFD700,-0.0003510078957445456,-0.00034822118593859944
"Kiora, Behemoth Beckoner",#FFD700,-0.00034952773004079515,-0.0003388724492573471
"Kaya, Bane of the Dead",#FFD700,-0.0003305804987641479,-0.00015714439278134023
"Huatli, the Sun's Heart",#FFD700,-0.0003525538170205402,-0.0003698736703396703
"Dovin, Hand of Control",#FFD700,-0.0003513062305204334,-0.00035560830860721713
"Ashiok, Dream Render",#FFD700,-0.00035116302139064667,-0.00035426341547978345
"Angrath, Captain of Chaos",#FFD700,-0.00034905310745657564,-0.00032963909523243517
Widespread Brutality,#FFD700,-0.00030198347208728325,9.027650173758037e-05
Tyrant's Scorn,#FFD700,-0.00018376922535355902,0.0006342315697173109
"Tolsimir, Friend to Wolves",#FFD700,-0.00035350294511459954,-0.00041587155405072577
Time Wipe,#FFD700,-0.0002959175346113332,0.00012122364940946452
Tenth District Legionnaire,#FFD700,0.0003793325227051804,-7.593230101476883e-05
"Teferi, Time Raveler",#FFD700,-0.00035271473998048483,-0.0003726306739893142
"Tamiyo, Collector of Tales",#FFD700,-0.00035138314996554696,-0.0003528981200157011
"Storrev, Devkarin Lich",#FFD700,-0.00035309959550848665,-0.00041576855081199894
Soul Diviner,#FFD700,0.00037975809640813316,-7.202837601483032e-05
"Sorin, Vengeful Bloodlord",#FFD700,-0.0003494127649618534,-0.0003440573169509681
Solar Blaze,#FFD700,-0.0002986736219344762,0.00010688863587749088
Rubblebelt Rioters,#FFD700,0.0003825985563546934,-6.544825539862562e-05
Role Reversal,#FFD700,-0.00029207918872147686,0.00014510744163491874
"Roalesk, Apex Hybrid",#FFD700,-0.0003518821682437246,-0.0004155521258995407
Ral's Outburst,#FFD700,-0.00018290553200325064,0.0006399940040694938
